EventNumber,Energy,X,Y,Z,Px,Py,Pz,ParticleType,L1_Energy,L1_X,L1_Y,L1_Z,L1_Px,L1_Py,L1_Pz,L2_Energy,L2_X,L2_Y,L2_Z,L2_Px,L2_Py,L2_Pz
1579,6455.83,0,0,6455.83,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580,5340.33,0,0,5340.33,11,0,0,0,5313.0,3998.2,-0.490736,1999.99,5312.99,4.64092,-1.57683,315.063,7999.49,-3.32399,1996.34,315.061,0.131293,-1.10583
1581,1734.26,0,0,1734.26,22,0,0,0,1350.22,3999.67,0.00237155,2000.0,1350.21,3.53963,-2.00461,1315.51,8000.0,-5.57972,1989.96,1315.5,-1.79479,-4.48896
1582,16793.0,0,0,16793.0,11,0,0,0,13935.1,3998.57,0.166722,2000.06,13935.1,1.51282,5.28758,13842.2,7998.0,0.382262,2003.19,13842.2,-0.914171,10.2458
1583,15062.8,0,0,15062.8,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1584,9932.29,0,0,9932.29,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1585,16910.4,0,0,16910.4,11,0,0,0,16907.5,4000.0,-0.177315,2000.17,16907.5,-10.0332,9.98484,16904.9,8000.0,-2.56641,2002.21,16904.9,-10.922,6.53251
1586,305.556,0,0,305.556,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1587,2924.55,0,0,2924.55,22,0,0,0,2781.55,3998.91,-4.719e-05,2000.0,2781.54,0.384762,-7.99452,508.73,7998.86,-5.04823,1984.99,508.726,-0.589685,-1.95478
1588,9453.55,0,0,9453.55,11,0,0,0,9388.85,3998.2,-0.255535,1999.91,9388.85,-2.76628,0.752443,5836.72,8000.0,-1.6499,2001.53,5836.72,-1.83999,3.60951
1589,6632.62,0,0,6632.62,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590,12324.7,0,0,12324.7,11,0,0,0,11557.0,3998.09,-0.0753638,1999.71,11557.0,-2.50647,-1.54272,11295.1,7999.75,-1.45808,2000.15,11295.1,-4.98013,0.123503
1591,1338.96,0,0,1338.96,11,0,0,0,1335.75,3998.92,1.95376,2002.25,1335.72,-8.6785,-1.80798,1331.27,7999.74,-35.0901,2002.63,1331.22,-11.2907,-3.06196
1592,6350.69,0,0,6350.69,11,0,0,0,6341.54,3998.2,0.0535418,1999.68,6341.54,1.36864,0.0965927,5362.45,7997.55,3.96948,1994.27,5362.45,2.22618,-4.22407
1593,2863.83,0,0,2863.83,11,0,0,0,2820.77,3998.02,0.643117,2001.05,2820.77,0.23286,0.392147,2384.8,7999.46,-5.03154,1988.81,2384.79,-4.0778,-7.03683
1594,7916.81,0,0,7916.81,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1595,8776.87,0,0,8776.87,11,0,0,0,8567.95,3998.05,0.760824,2000.19,8567.95,0.818303,1.70807,7839.5,7995.8,-2.79387,1997.94,7839.5,-8.24486,-4.68785
1596,19038.5,0,0,19038.5,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1597,16690.3,0,0,16690.3,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1598,6366.93,0,0,6366.93,11,0,0,0,6365.56,3998.04,0.100295,1999.63,6365.55,-4.21742,-2.08276,6362.22,7995.6,-2.45066,1998.53,6362.22,-2.64965,-1.94947
1599,5178.01,0,0,5178.01,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,4543.11,0,0,4543.11,11,0,0,0,4536.33,3998.77,-0.422442,2000.32,4536.33,-3.88886,-2.49476,4531.65,7995.8,0.418828,1999.87,4531.65,-2.18143,-2.27976
1601,18046.3,0,0,18046.3,11,0,0,0,18042.9,3998.09,-0.187627,1999.92,18042.9,-0.592793,0.107601,16671.7,7996.33,1.03943,1998.36,16671.7,3.88449,-10.0702
1602,4332.9,0,0,4332.9,11,0,0,0,4268.0,3998.24,-0.974594,1999.95,4268.0,-0.201371,-0.103427,1475.25,7999.99,12.2284,2011.99,1475.23,4.07712,6.76257
1603,7639.67,0,0,7639.67,11,0,0,0,6628.17,3999.23,-0.0383509,1999.81,6628.17,1.82006,4.18714,6620.2,7995.72,-1.37122,2001.22,6620.2,-4.94674,0.65133
1604,13979.1,0,0,13979.1,11,0,0,0,13977.0,3998.43,-0.064374,1999.76,13977.0,0.154824,0.0668274,13971.6,7996.08,-1.31837,1999.49,13971.6,-4.07435,-1.26933
1605,19164.7,0,0,19164.7,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606,288.436,0,0,288.436,11,0,0,0,286.899,3998.7,16.3171,2007.35,286.893,-1.57598,-0.614673,282.962,7998.83,136.788,2145.12,282.57,12.4514,8.16709
1607,6210.83,0,0,6210.83,11,0,0,0,6097.73,3999.77,-0.685469,2000.66,6097.73,2.7719,-9.67341,6094.71,8000.0,0.96985,1994.58,6094.7,2.60866,-13.5891
1608,11391.5,0,0,11391.5,11,0,0,0,11133.6,3999.68,-0.211575,1999.9,11133.6,1.84471,3.02137,11130.9,7995.4,-1.26284,1999.96,11130.9,-1.03635,0.0367535
1609,19513.3,0,0,19513.3,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610,17244.2,0,0,17244.2,11,0,0,0,16887.2,3998.92,-0.0627612,2000.05,16887.2,-0.190078,-2.12544,1212.56,7997.44,-0.342232,1999.37,1212.56,-2.13509,-0.93844
1611,9402.74,0,0,9402.74,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612,808.705,0,0,808.705,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1613,19881.3,0,0,19881.3,11,0,0,0,15719.2,3998.62,-0.0482313,2000.23,15719.2,-0.774577,0.859813,7943.35,8000.0,-0.759499,2000.19,7943.35,-1.67518,-0.0670623
1614,6743.84,0,0,6743.84,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615,2287.58,0,0,2287.58,11,0,0,0,2140.91,3998.58,0.19205,2001.61,2140.91,-2.69215,-0.409207,2137.24,7996.98,-13.967,1993.46,2137.22,-10.1197,0.191036
1616,15053.9,0,0,15053.9,22,0,0,0,9152.76,4000.0,6.83486e-08,2000.0,9152.76,0.60324,0.310013,9149.57,8000.0,0.276471,1999.6,9149.57,0.469276,3.58258
1617,9443.22,0,0,9443.22,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6889.26,8000.0,-0.000391108,2000.0,6889.26,0.318436,2.45315
1618,2345.6,0,0,2345.6,11,0,0,0,2342.93,3999.05,1.02828,2001.9,2342.92,6.35295,3.54803,51.0565,7995.48,22.2733,2019.87,51.0378,0.220729,1.26485
1619,10409.8,0,0,10409.8,11,0,0,0,7776.41,3998.1,0.0784701,2000.11,7776.41,1.14545,0.0375365,7762.03,8000.0,-1.38208,2000.35,7762.02,0.659503,2.91349
1620,15355.1,0,0,15355.1,11,0,0,0,15327.3,3998.24,-0.126155,2000.16,15327.3,-5.31832,-1.26284,15120.0,7997.13,-0.400451,1999.1,15120.0,-0.436391,-2.42561
1621,11195.4,0,0,11195.4,11,0,0,0,2428.87,3998.34,-0.140803,1999.4,2428.87,0.8656,0.474385,2343.35,8000.0,-8.09776,1995.15,2343.33,-8.54621,0.405041
1622,12090.9,0,0,12090.9,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1623,12438.2,0,0,12438.2,11,0,0,0,11987.9,3998.27,-0.11413,2000.08,11987.9,2.79523,-0.151632,3365.01,8000.0,-1.87337,1994.51,3365.01,0.958396,-6.80879
1624,14686.0,0,0,14686.0,11,0,0,0,14273.9,3998.1,-0.0110287,2000.33,14273.9,-0.938183,1.93835,12947.6,7995.53,1.16662,2002.82,12947.6,3.59276,6.08419
1625,4081.78,0,0,4081.78,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626,19003.5,0,0,19003.5,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627,8712.36,0,0,8712.36,22,0,0,0,4775.08,4000.0,0.00017027,2000.0,4775.08,0.156516,-1.85672,4771.76,8000.0,1.21984,1994.21,4771.75,4.26655,-5.25162
1628,12985.0,0,0,12985.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629,14901.8,0,0,14901.8,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630,7235.32,0,0,7235.32,11,0,0,0,7134.82,3998.16,2.46907,1998.9,7134.81,4.31536,-2.44526,6795.13,7998.54,3.53287,1997.46,6795.13,0.387954,-1.90911
1631,11692.5,0,0,11692.5,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1632,12538.9,0,0,12538.9,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1633,12775.5,0,0,12775.5,11,0,0,0,12712.2,3998.17,-0.329267,2000.08,12712.2,-2.84441,-0.357168,10780.7,8000.0,-1.82933,1999.68,10780.7,-5.10994,1.52649
1634,14321.2,0,0,14321.2,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635,13896.4,0,0,13896.4,11,0,0,0,5996.89,3998.79,0.0954818,2000.03,5996.89,0.640333,1.77285,5692.82,8000.0,1.58258,1999.04,5692.81,-6.81901,-5.05183
1636,7162.33,0,0,7162.33,11,0,0,0,6986.95,3999.01,0.749426,2000.02,6986.94,-1.71307,4.50366,2697.15,7997.16,-2.25926,2005.48,2697.15,-0.574717,3.23045
1637,13639.0,0,0,13639.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1638,10227.7,0,0,10227.7,11,0,0,0,10225.9,3998.43,-0.23284,2000.06,10225.9,-4.35925,-2.93339,10221.1,8000.0,-0.978423,1996.69,10221.1,2.48151,-7.84892
1639,9506.68,0,0,9506.68,11,0,0,0,9193.5,3999.35,-0.0483886,1999.68,9193.5,-2.99254,-0.535665,554.287,8000.0,2.89056,1995.35,554.245,-1.03146,6.71023
1640,3165.53,0,0,3165.53,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641,2622.62,0,0,2622.62,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1642,17852.2,0,0,17852.2,11,0,0,0,6599.6,3998.96,0.0520741,2000.03,6599.6,-0.898713,-2.63225,6048.79,7995.46,-2.10112,1998.37,6048.79,-2.08392,-2.97613
1643,2784.75,0,0,2784.75,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1644,11776.9,0,0,11776.9,22,0,0,0,11335.8,3999.92,9.51962e-07,2000.0,11335.8,1.07052,0.221775,11306.4,8000.0,0.166745,2000.11,11306.4,7.76936,-0.0717925
1645,18483.1,0,0,18483.1,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646,7422.47,0,0,7422.47,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1647,977.874,0,0,977.874,11,0,0,0,976.637,3998.05,0.630465,2003.68,976.636,0.105429,1.14741,968.216,7999.93,-33.0243,2065.08,968.055,-7.34353,16.0356
1648,6896.4,0,0,6896.4,22,0,0,0,5561.28,3999.29,0.000131115,2000.0,5561.28,0.886279,3.71984,5557.6,7995.49,-3.94044,2002.87,5557.59,-7.67037,5.18297
1649,9275.45,0,0,9275.45,11,0,0,0,9269.14,3998.38,0.797857,1999.98,9269.14,-0.324013,-0.761593,5405.09,7996.76,0.0343968,1997.08,5405.09,0.403937,-2.70625
1650,10149.7,0,0,10149.7,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6422.92,8000.0,0.000217846,2000.0,6422.92,2.82124,-0.351606
1651,18898.3,0,0,18898.3,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1652,14563.2,0,0,14563.2,11,0,0,0,14557.1,3998.09,0.0298653,2000.06,14557.1,1.10947,1.63762,10440.2,7999.61,1.46588,1996.01,10440.2,3.55964,-9.37306
1653,8885.86,0,0,8885.86,11,0,0,0,8882.59,3998.86,0.243557,2000.0,8882.59,-3.81246,10.5138,8861.23,7995.74,-4.21754,2000.2,8861.22,-9.10449,-1.28755
1654,16667.8,0,0,16667.8,11,0,0,0,8244.94,3998.68,0.00994095,2000.15,8244.94,0.673391,0.526394,8239.28,8000.0,-0.158143,2000.86,8239.27,0.942166,2.65858
1655,12141.9,0,0,12141.9,11,0,0,0,12068.9,3998.19,-0.0283403,1999.93,12068.9,2.0164,1.13779,9589.29,7997.02,-0.890598,2001.92,9589.29,-1.11199,5.62515
1656,4095.35,0,0,4095.35,11,0,0,0,4092.76,3998.17,-0.161672,2000.53,4092.76,-1.12142,0.313226,2735.4,7995.8,9.7733,2004.03,2735.39,4.79,3.09405
1657,15810.8,0,0,15810.8,22,0,0,0,9141.53,3999.29,0.000107324,2000.0,9141.53,1.5932,5.82855,5763.96,7998.77,10.6182,1996.4,5763.95,11.328,-4.42158
1658,17508.3,0,0,17508.3,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1659,16616.2,0,0,16616.2,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14401.7,7998.88,-3.78843e-05,2000.0,14401.7,-0.236616,-2.16342
1660,7110.04,0,0,7110.04,11,0,0,0,6889.43,3998.3,0.315959,1999.44,6889.43,2.20331,-0.541742,6615.18,8000.0,-2.35757,2001.12,6615.17,1.54587,9.48872
1661,9081.51,0,0,9081.51,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662,1715.98,0,0,1715.98,11,0,0,0,1703.64,3999.52,0.960048,1998.35,1703.61,10.4731,-3.04693,1699.83,7999.98,17.8731,2001.96,1699.82,5.74969,1.47306
1663,1690.08,0,0,1690.08,11,0,0,0,1684.67,3998.8,4.54736,2003.1,1684.66,4.56357,-4.81842,479.552,7999.58,22.0377,1973.22,479.478,7.69951,-3.30087
1664,19150.9,0,0,19150.9,11,0,0,0,19077.9,3999.05,-0.213176,1999.94,19077.9,-4.85949,4.39983,14747.4,7996.58,-1.57545,2000.83,14747.4,-7.97811,3.8826
1665,15577.0,0,0,15577.0,11,0,0,0,15334.4,3998.57,-0.0733714,2000.11,15334.4,2.34512,-0.5967,15250.2,7998.29,-1.31735,1997.82,15250.2,-3.64527,-11.1428
1666,15216.1,0,0,15216.1,11,0,0,0,15212.3,3999.43,-0.354803,2000.24,15212.3,-8.56931,3.3777,15199.8,8000.0,-2.5074,2001.38,15199.8,-11.1403,4.47033
1667,6476.37,0,0,6476.37,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1668,4347.1,0,0,4347.1,11,0,0,0,4245.27,3998.01,-0.156608,2000.07,4245.27,-1.3051,0.368653,1922.48,7999.42,2.23591,2010.07,1922.47,4.24626,2.44013
1669,9625.56,0,0,9625.56,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,18629.8,0,0,18629.8,11,0,0,0,18625.0,3998.1,-0.438974,1999.69,18625.0,-0.587348,-1.73026,18204.9,7995.1,-1.14046,1998.54,18204.9,-3.81781,-6.80936
1671,16970.3,0,0,16970.3,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,17907.3,0,0,17907.3,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1673,12840.8,0,0,12840.8,11,0,0,0,12837.5,3999.47,-0.102419,1999.97,12837.5,11.0925,-2.27075,12778.3,7996.05,1.36453,1998.54,12778.3,5.66193,2.09808
1674,12952.7,0,0,12952.7,11,0,0,0,11534.7,3998.67,0.138148,1999.76,11534.7,3.95391,-1.44361,11522.5,7997.27,1.38664,1995.02,11522.5,4.07567,-14.3024
1675,18219.8,0,0,18219.8,11,0,0,0,16925.4,3998.49,0.6145,1999.96,16925.4,7.19752,-4.96535,15099.2,7998.92,5.59006,1999.62,15099.2,18.3447,1.61933
1676,9228.42,0,0,9228.42,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1677,964.497,0,0,964.497,11,0,0,0,963.425,3998.61,2.51905,2001.75,963.29,-7.15246,-14.4602,830.307,7999.96,-25.3703,1937.78,830.171,-7.46413,-13.0222
1678,17136.9,0,0,17136.9,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1679,1888.29,0,0,1888.29,11,0,0,0,1886.38,3998.53,-0.764514,2001.52,1886.38,0.847913,1.1968,1817.58,7995.69,16.0183,1990.12,1817.55,7.19002,-5.70573
1680,2491.08,0,0,2491.08,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681,18785.8,0,0,18785.8,11,0,0,0,18708.7,3998.1,-0.232619,1999.88,18708.7,-4.67144,-1.98677,17016.5,8000.0,-0.645762,1998.7,17016.4,3.02977,-8.50662
1682,17889.8,0,0,17889.8,11,0,0,0,17529.6,3998.1,-0.0590483,1999.97,17529.6,0.620824,-1.41078,17162.2,8000.0,1.29543,1999.31,17162.2,6.89704,-0.220963
1683,17678.0,0,0,17678.0,11,0,0,0,14849.3,3998.45,0.0168629,2000.08,14849.3,2.4788,-0.811809,14798.7,7995.51,2.57817,2003.64,14798.7,7.36935,12.3147
1684,19859.2,0,0,19859.2,22,0,0,0,11608.7,3999.07,-2.68823e-05,2000.0,11608.7,-1.24851,1.26477,11602.9,7999.43,0.806559,2002.37,11602.9,1.98453,10.8273
1685,17590.9,0,0,17590.9,11,0,0,0,17582.5,3998.06,-0.0966296,2000.01,17582.5,-1.23179,-0.872906,13627.8,8000.0,-0.986184,1998.38,13627.8,-0.676879,-7.70213
1686,14941.6,0,0,14941.6,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1687,7995.76,0,0,7995.76,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1688,12988.8,0,0,12988.8,22,0,0,0,9499.51,3998.94,-3.16531e-05,2000.0,9499.51,-0.785591,-1.81893,8405.03,8000.0,-0.365395,2001.28,8405.02,-4.38061,5.90878
1689,14537.8,0,0,14537.8,11,0,0,0,14508.6,3999.18,0.523514,1999.59,14508.6,-5.26148,-1.44418,9517.79,7995.95,0.680512,1995.34,9517.78,-0.422142,-10.3027
1690,5500.62,0,0,5500.62,22,0,0,0,5397.82,4000.0,-7.45075e-05,2000.0,5397.82,-1.95626,1.49126,5394.8,7997.9,-1.85844,1999.88,5394.8,-2.71429,1.08904
1691,14457.5,0,0,14457.5,11,0,0,0,12546.8,3998.25,-0.370998,2000.08,12546.8,-0.39055,1.45256,6949.91,8000.0,-0.739615,1997.57,6949.9,-5.35433,-3.78367
1692,13769.0,0,0,13769.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1693,3113.98,0,0,3113.98,11,0,0,0,3093.1,3999.25,1.43806,1999.76,3093.1,-3.17603,2.54972,3083.54,8000.0,-8.13215,2004.01,3083.53,-2.60224,-2.2596
1694,11913.2,0,0,11913.2,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1695,18269.1,0,0,18269.1,11,0,0,0,18170.0,3998.2,0.0489773,1999.95,18170.0,1.71859,-3.19932,10772.2,7996.17,-0.904975,1997.7,10772.2,-3.97729,-4.77312
1696,17450.8,0,0,17450.8,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1697,5051.6,0,0,5051.6,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1698,15526.7,0,0,15526.7,22,0,0,0,13699.3,4000.0,7.6746e-08,2000.0,13699.3,0.0566832,0.165272,13696.5,8000.0,-0.295266,2000.34,13696.5,-0.204768,3.04856
1699,7138.28,0,0,7138.28,11,0,0,0,7134.32,3998.55,0.119648,2000.41,7134.32,1.38063,4.08188,7129.76,7996.12,0.805033,2005.11,7129.75,2.69879,8.2638
1700,15762.6,0,0,15762.6,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1701,9777.79,0,0,9777.79,11,0,0,0,9470.34,3998.49,-0.194222,1999.9,9470.34,-0.862672,-2.82139,8380.09,7995.33,-0.394512,1997.92,8380.08,0.371198,-3.87566
1702,3043.47,0,0,3043.47,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703,17633.2,0,0,17633.2,11,0,0,0,10235.7,3998.15,-0.0818616,1999.86,10235.7,1.05561,0.0542564,5921.91,8000.0,3.64783,1997.06,5921.91,8.45244,-5.55328
1704,4784.94,0,0,4784.94,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1705,16726.7,0,0,16726.7,22,0,0,0,15052.0,3998.97,2.71096e-05,2000.0,15052.0,1.33703,-4.43646,14124.8,8000.0,1.0888,1998.61,14124.8,3.40632,-7.57968
1706,15682.6,0,0,15682.6,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1707,18800.4,0,0,18800.4,22,0,0,0,12321.0,4000.0,7.00232e-06,2000.0,12321.0,-2.3784,-0.0603959,12318.5,8000.0,-1.38318,2000.34,12318.5,-9.7629,-5.03908
1708,4293.79,0,0,4293.79,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709,1821.84,0,0,1821.84,11,0,0,0,1643.78,3998.84,-3.07007,2003.67,1643.78,0.172555,1.68801,1552.64,7999.98,-16.1214,2021.37,1552.6,-9.57304,5.6732
1710,19334.2,0,0,19334.2,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1711,18573.4,0,0,18573.4,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712,567.728,0,0,567.728,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713,16468.6,0,0,16468.6,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714,2721.94,0,0,2721.94,11,0,0,0,2720.32,3998.66,-0.787771,1999.11,2720.3,-9.02223,-5.83602,2715.9,7999.95,-28.6513,2000.13,2715.82,-20.9692,-3.64482
1715,1745.64,0,0,1745.64,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1716,4220.41,0,0,4220.41,11,0,0,0,400.675,3999.4,0.850019,2000.55,400.675,0.444871,-0.0734225,303.066,7997.89,-10.0525,1980.65,303.035,-4.3362,0.0414422
1717,4613.71,0,0,4613.71,11,0,0,0,4373.47,3998.02,0.760763,1999.11,4373.47,1.45759,-1.61616,2476.9,7996.36,7.41066,1995.51,2476.89,3.78545,-4.7791
1718,11905.7,0,0,11905.7,11,0,0,0,11897.4,3999.45,-0.0414255,2000.26,11897.4,4.82481,6.81001,11893.5,7995.31,2.48037,2003.12,11893.5,6.59745,9.73324
1719,2420.75,0,0,2420.75,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1720,17162.5,0,0,17162.5,11,0,0,0,17160.2,3998.33,0.155967,2000.05,17160.2,1.34597,2.56947,17104.4,8000.0,-0.23254,1999.86,17104.4,-3.31835,2.55813
1721,10050.6,0,0,10050.6,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722,2555.41,0,0,2555.41,11,0,0,0,2553.23,3998.87,-0.456864,2000.52,2553.23,-2.93828,-2.19096,2549.64,7995.3,-6.05973,1988.46,2549.62,-4.23693,-6.58384
1723,19270.8,0,0,19270.8,22,0,0,0,14819.1,3999.29,-3.10033e-05,2000.0,14819.1,-2.93887,-0.0577072,13734.5,8000.0,-1.69766,1999.99,13734.5,-7.60002,3.7796
1724,8682.39,0,0,8682.39,11,0,0,0,7047.7,3998.0,-0.316876,1999.96,7047.7,-0.755578,0.130222,5993.46,8000.0,-2.42499,2003.5,5993.46,0.319558,0.167585
1725,12175.4,0,0,12175.4,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1726,15720.5,0,0,15720.5,11,0,0,0,15711.5,3998.34,-0.0151075,2000.25,15711.5,-0.652693,2.13134,15595.4,7996.24,1.94212,1999.91,15595.4,8.88263,-4.45716
1727,12646.0,0,0,12646.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1728,4184.4,0,0,4184.4,11,0,0,0,4164.62,3998.57,-0.868871,1999.93,4164.62,-0.0730346,-4.25788,1298.71,7996.41,-5.55884,2052.8,1298.53,-0.459999,22.1152
1729,1512.53,0,0,1512.53,11,0,0,0,1509.71,3998.46,-0.14143,2001.69,1509.67,-7.05901,7.64945,684.067,7999.62,-1.3429,2005.18,684.061,-2.41072,-1.48548
